dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
globem,cold_start,without_dynamic_reassignment,42,0.7121654785555686,0.8016311496974481,0.6406644238856182,0.6136980108499096,0.7005471124620061,0.7771040491866373,8225,694,0.41361671469740635,0.4881364073006724,0.6514877102199224,0.8185955786736021,632,0.43534141484894906,0.4962389491661644,0.7012592929752692,0.7941580756013745,full_final,gradient,grouping.periodic_regroup_enabled|refinements.mature_refine(dependent),/root/autodl-tmp/sgshare-runtime/results/globem_cold_alpha_refine_seed42_20260723/alpha_012,6e5234c076d70f52e9bfdf25df89801f5bbf87f0c6836d17615f5389d6ddc4a3,42994d1e8a1ed8896fdc95164b7945a600f06f36daf1bc45311b0dcd408b86bb
