k,n_users,n_events,user_macro_f1,user_macro_recall,user_macro_specificity,user_macro_balanced_accuracy,pooled_f1,pooled_recall,pooled_specificity,pooled_balanced_accuracy
5.0,694.0,3470.0,0.42192031471570374,0.4963496637848223,0.2963016330451489,0.39632564841498563,0.6713615023474178,0.8368010403120937,0.4777432712215321,0.6572721557668129
10.0,632.0,6320.0,0.46209046605400017,0.5318477496483826,0.3729549678521198,0.45240135875025106,0.7267329671960813,0.8412371134020619,0.5956011730205278,0.7184191432112949
