dataset,method,scope,seed,provenance,n_events,n_users,n_models,f1,recall,specificity,balanced_accuracy,accuracy,post_f1,post_recall,post_specificity,post_balanced_accuracy
ces,oli2ds,per_user,42,author_code_core_complete_feature_specialization,35289,218,218,0.6159106826515058,0.7435591365761465,0.7327230939927089,0.7381411152844277,0.7358100257870724,0.6169410008706828,0.744,0.7327223978550562,0.738361198927528
ces,hbp,per_user,42,public_code_equation_reproduction,35289,218,218,0.5060963218857957,0.4954739878643191,0.8157394198763671,0.6556067038703431,0.7245033863243504,0.5091747821629934,0.4967,0.8182000080035216,0.6574500040017608
ces,koil,per_user,42,author_code_python_port_fifo_compensation,35289,218,218,0.5320498796762196,0.4838356709439968,0.866579489618006,0.6752075802810014,0.7575448440023803,0.5328483245149912,0.4834,0.8675417183560766,0.6754708591780383
ces,olifl,per_user,42,paper_mechanism_complete_feature_label_specialization_no_public_code,35289,218,218,0.653778223304215,0.6811896946185219,0.839594230464416,0.7603919625414689,0.7944685312703675,0.6550596383224319,0.681,0.8406498859498179,0.760824942974909
ces,olfl,per_user,42,protocol_aligned_labeled_surrogate_original_task_unlabeled,35289,218,218,0.5947284792971305,0.6329453894359892,0.8025836107148518,0.7177645000754205,0.7542577006999348,0.5957286668548312,0.6332,0.8028732642362639,0.718036632118132
