dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,users_at_20,user_macro_f1_pos_at_20,user_macro_recall_pos_at_20,pooled_f1_pos_at_20,pooled_recall_pos_at_20,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
ces,classification,without_dynamic_reassignment,42,0.6500795474633199,0.7316224012732517,0.5848906560636183,0.7931526390870185,0.7756241321658307,0.8384442250808393,35289,217,0.2903298953990198,0.4251152073732719,0.4223500410846343,0.9311594202898551,215,0.2775366147120773,0.4355370985603544,0.47342995169082125,0.8802395209580839,210,0.27163105128764564,0.4121601150172579,0.514480408858603,0.8006362672322376,full_final,gradient,grouping.periodic_regroup_enabled|refinements.mature_refine(dependent),/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_sensitivity_seed42_20260723/ces/k5,fa8a5e48bf1f2855f4526f45febe8c67dcb6fd7b2f2f12f3f0e60169c1e45330,265f0af859e49c698679f3100bc04324997fb46b3b52671d58e7ece6bd48f307
