dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
globem,cold_start,without_user_calibration,42,0.7313228238519535,0.8421468034727704,0.646274984857662,0.6039783001808319,0.7140425531914893,0.7947029203317106,8225,694,0.4278818443804035,0.5045629202689721,0.6689084324883601,0.840702210663199,632,0.46052884399513605,0.5312073035965441,0.7222304174657029,0.8412371134020619,full_final,gradient,refinements.per_user_bias,/root/autodl-tmp/sgshare-runtime/results/globem_cold_alpha_refine_seed42_20260723/alpha_012,6e5234c076d70f52e9bfdf25df89801f5bbf87f0c6836d17615f5389d6ddc4a3,0d8152a5738548edfa1f339b3456f07a70a5a1c601990bf6dd4f7879123f6c9e
