table,dataset,display_variant,n_seeds,user_macro_f1_pos_at_5_mean,user_macro_f1_pos_at_5_std,user_macro_class_macro_f1_at_5_mean,user_macro_class_macro_f1_at_5_std,pooled_f1_pos_at_5_mean,pooled_f1_pos_at_5_std,pooled_class_macro_f1_at_5_mean,pooled_class_macro_f1_at_5_std,accuracy_mean,accuracy_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,specificity_mean,specificity_std,f1_pos_mean,f1_pos_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std
grouping_signal,ces,feature_based,1,0.296071977177968,0.0,0.21308609465291492,0.0,0.4124700239808154,0.0,0.30634382591859055,0.0,0.4011731701096659,0.0,0.3122521606507372,0.0,0.9164428528797374,0.0,0.19591060389919163,0.0,0.4657970574852116,0.0,0.5835119724415512,0.0,0.5561767283894645,0.0,0.39227957323003326,0.0
grouping_signal,ces,random,1,0.29693511813327483,0.0,0.19600980177017044,0.0,0.41190289741581837,0.0,0.28545872754329554,0.0,0.37853155374195924,0.0,0.30585158548545277,0.0,0.9306674624490202,0.0,0.15858297669995244,0.0,0.4603990847132347,0.0,0.578761076845727,0.0,0.5446252195744863,0.0,0.3638892032886367,0.0
grouping_signal,ces,gradient_based,1,0.23441591690439617,0.0,0.3066491112574062,0.0,0.4502617801047121,0.0,0.5090815073363066,0.0,0.8148148148148148,0.0,0.6524791955617198,0.0,0.7487317218740674,0.0,0.8411396417815818,0.0,0.6972995506971144,0.0,0.7730673669047601,0.0,0.7949356818278246,0.0,0.7819511287135983,0.0
component,ces,without_personalization,1,0.29904908199839075,0.0,0.16086423816838566,0.0,0.3928035982008996,0.0,0.21195203833489956,0.0,0.29867664144634304,0.0,0.2861217836767959,0.0,0.9778175668954541,0.0,0.028134411158662227,0.0,0.44270305568691026,0.0,0.5235539250645501,0.0,0.5029759890270582,0.0,0.24848286645020357,0.0
component,ces,without_sharing,1,0.28987272328286157,0.0,0.25604198668714795,0.0,0.4383561643835616,0.0,0.3918327728105433,0.0,0.775029045878319,0.0,0.583530899320373,0.0,0.7345071123047846,0.0,0.7911713425265494,0.0,0.6503721319416919,0.0,0.7328080827505333,0.0,0.762839227415667,0.0,0.742265299744947,0.0
component,ces,without_refinements,1,0.23441591690439617,0.0,0.3066491112574062,0.0,0.4502617801047121,0.0,0.5090815073363066,0.0,0.8148148148148148,0.0,0.6524791955617198,0.0,0.7487317218740674,0.0,0.8411396417815818,0.0,0.6972995506971144,0.0,0.7730673669047601,0.0,0.7949356818278246,0.0,0.7819511287135983,0.0
component,ces,full_final,1,0.24031892326823204,0.0,0.3019914417379856,0.0,0.44078269824922756,0.0,0.49395265020885065,0.0,0.8204539658250446,0.0,0.6632124352331606,0.0,0.7512185417288372,0.0,0.8480345538120145,0.0,0.7044776119402986,0.0,0.7792884199427454,0.0,0.7996265477704259,0.0,0.7877673175090805,0.0
