dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,users_at_20,user_macro_f1_pos_at_20,user_macro_recall_pos_at_20,pooled_f1_pos_at_20,pooled_recall_pos_at_20,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
ces,classification,full,42,0.7051001906178809,0.7543021983487516,0.6619238826815642,0.8465287684260581,0.8202556037292074,0.8709471970848054,35289,217,0.23582034964523446,0.32711213517665133,0.44004171011470283,0.7644927536231884,215,0.23382942007393015,0.34843669250646,0.4877734877734878,0.7564870259481038,210,0.2434695103167408,0.3434920133554587,0.5346922775382202,0.7232237539766702,full_final,gradient,,/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_sensitivity_seed42_20260723/ces/k5,fa8a5e48bf1f2855f4526f45febe8c67dcb6fd7b2f2f12f3f0e60169c1e45330,ef5dc7beb75c347d9c9b9eb698194f50565a9832fdbeb9b1bbd7964b32f805e1
