dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,users_at_20,user_macro_f1_pos_at_20,user_macro_recall_pos_at_20,pooled_f1_pos_at_20,pooled_recall_pos_at_20,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
ces,cold_start,full,42,0.6940940494762647,0.7744951755694818,0.6288160232595703,0.8178792201616738,0.8055201337527275,0.8682233725370293,35289,217,0.2713225074976227,0.3847926267281106,0.4542884071630537,0.8731884057971014,215,0.2631798522834594,0.3931893687707641,0.49310137972405516,0.8203592814371258,210,0.25635601063764696,0.37468312111169255,0.5272793848407176,0.7635206786850477,full_final,gradient,,/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_cross_seed42_20260723/ces/a005_k3,672e614996691cc41521fdd4ee0131e296899344220ed11bc03a11251e56cbd5,f905ec33723822ed1e335aa2b0a6b9dacdee1278f25df6ebad7d1eef1e4c1d82
