dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
globem,classification,without_dynamic_reassignment,42,0.7116707473475574,0.8029465930018416,0.6390284757118928,0.6103074141048824,0.6993313069908814,0.7761926646314166,8225,694,0.41361671469740635,0.4881364073006724,0.6514877102199224,0.8185955786736021,632,0.4356813263439238,0.4986123668876833,0.7008935332424655,0.7951890034364261,full_final,gradient,grouping.periodic_regroup_enabled|refinements.mature_refine(dependent),/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_cross_seed42_20260723/globem/a010_k5,ba42d3f22d81679df6f1ce2c97ad3636af74a5faca5cdce01a17bf2f1eeded78,b10eb1492eadbd43fced8ebad95665cf12e771239d5e15cf79578100ab983e9a
