dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,users_at_20,user_macro_f1_pos_at_20,user_macro_recall_pos_at_20,pooled_f1_pos_at_20,pooled_recall_pos_at_20,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
ces,cold_start,without_mature_refinement,42,0.6911478378990265,0.7591763652641003,0.6343085106382979,0.825645902678713,0.8067103063277509,0.8692266894478127,35289,217,0.2613854143808061,0.36904761904761907,0.45155038759689925,0.8442028985507246,215,0.24874668702950078,0.37538944259874496,0.4847001223990208,0.7904191616766467,210,0.252228784780256,0.37155347298204444,0.5230882896195049,0.750795334040297,full_final,gradient,refinements.mature_refine,/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_cross_seed42_20260723/ces/a005_k3,672e614996691cc41521fdd4ee0131e296899344220ed11bc03a11251e56cbd5,ff7857cc8bffb8d5a35bb30a9b732b2eac07f166f417042dbb4cb8729e281a81
