dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,users_at_20,user_macro_f1_pos_at_20,user_macro_recall_pos_at_20,pooled_f1_pos_at_20,pooled_recall_pos_at_20,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
ces,cold_start,full_feature,42,0.5667473629604012,0.6520441659206208,0.5011851058949461,0.7414804247899826,0.7160021536456119,0.7674168364318344,35289,217,0.2954648526077097,0.4155145929339477,0.4268907563025211,0.9202898550724637,215,0.2784712622199122,0.41720930232558134,0.47183491355270496,0.844311377245509,210,0.2666409368990118,0.38854733890448173,0.5085455179630275,0.7730646871686108,full_final,feature,grouping_signal,/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_cross_seed42_20260723/ces/a005_k3,672e614996691cc41521fdd4ee0131e296899344220ed11bc03a11251e56cbd5,ad69509d2a8a7f53c23a11b43bdb92eee382363122cf9b326e5c114a98006df6
