dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
globem,cold_start,without_mature_refinement,42,0.7327167630057805,0.8337279663246514,0.6535368117137554,0.620253164556962,0.7189057750759879,0.7972676779642551,8225,694,0.4244808105759115,0.4947646493756004,0.669115717659407,0.8289986996098829,632,0.4614449544421475,0.5252819218404661,0.7243599341218746,0.8312714776632303,full_final,gradient,refinements.mature_refine,/root/autodl-tmp/sgshare-runtime/results/globem_cold_alpha_refine_seed42_20260723/alpha_012,6e5234c076d70f52e9bfdf25df89801f5bbf87f0c6836d17615f5389d6ddc4a3,f66da793c6705e0b94f579db1155ac6e6d4be296623019b1e2169b78547ba3a3
