k,n_users,n_events,user_macro_f1,user_macro_recall,user_macro_specificity,user_macro_balanced_accuracy,pooled_f1,pooled_recall,pooled_specificity,pooled_balanced_accuracy
5.0,694.0,3470.0,0.41454073464159913,0.48710374639769455,0.29190682036503357,0.3895052833813641,0.6617877679038161,0.823146944083225,0.47101449275362317,0.6470807184184241
10.0,632.0,6320.0,0.4577482287370548,0.5210700472171991,0.3716024964838256,0.4463362718505124,0.7197974080143007,0.8302405498281787,0.5932551319648094,0.7117478408964941
