dataset,method,scope,seed,provenance,n_events,n_users,n_models,f1,recall,specificity,balanced_accuracy,accuracy,post_f1,post_recall,post_specificity,post_balanced_accuracy
ces,hbp,global,42,public_code_equation_reproduction,35289,218,1,0.4593339737431957,0.8561623396001193,0.25439847836424156,0.5552804089821805,0.4258267448780073,0.4600969132332075,0.8593,0.2492696786586098,0.5542848393293048
ces,hbp,per_user,42,public_code_equation_reproduction,35289,218,218,0.5060963218857957,0.4954739878643191,0.8157394198763671,0.6556067038703431,0.7245033863243504,0.5091747821629934,0.4967,0.8182000080035216,0.6574500040017608
