dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
globem,cold_start,full_random,42,0.6941580756013745,0.9300184162062615,0.5537280701754386,0.3560126582278481,0.6212765957446809,0.6041998203575437,8225,694,0.4886075659850876,0.6338136407300673,0.6311282380646542,0.9583875162548765,632,0.5092842059319066,0.6650215993570424,0.6831522417884351,0.9398625429553265,full_final,random,grouping_signal,/root/autodl-tmp/sgshare-runtime/results/globem_cold_alpha_refine_seed42_20260723/alpha_012,6e5234c076d70f52e9bfdf25df89801f5bbf87f0c6836d17615f5389d6ddc4a3,5badd3186aa8cadda76a41f5de5777b44365c2679d4b33d4410668bf5ddad23c
