k,n_users,n_events,user_macro_f1,user_macro_recall,user_macro_specificity,user_macro_balanced_accuracy,pooled_f1,pooled_recall,pooled_specificity,pooled_balanced_accuracy
5.0,694.0,3470.0,0.4280899775856548,0.498895292987512,0.2974543707973103,0.3981748318924111,0.6682291666666667,0.8342002600780234,0.4725672877846791,0.6533837739313513
10.0,632.0,6320.0,0.4596502022164326,0.5207429174201326,0.38005826803295156,0.4504005927265421,0.7189835575485799,0.8264604810996563,0.5967741935483871,0.7116173373240218
