k,n_users,n_events,user_macro_f1,user_macro_recall,user_macro_specificity,user_macro_balanced_accuracy,pooled_f1,pooled_recall,pooled_specificity,pooled_balanced_accuracy
5.0,694.0,3470.0,0.4260852659988107,0.4967098943323728,0.29702209414024977,0.3968659942363112,0.6701379848997657,0.8368010403120937,0.474120082815735,0.6554605615639143
10.0,632.0,6320.0,0.4617541206855439,0.5296495127586899,0.36843417219208363,0.4490418424753868,0.7222715173025732,0.8391752577319588,0.5865102639296188,0.7128427608307888
