dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,users_at_20,user_macro_f1_pos_at_20,user_macro_recall_pos_at_20,pooled_f1_pos_at_20,pooled_recall_pos_at_20,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
ces,cold_start,without_dynamic_reassignment,42,0.6440870553273315,0.7330150203919228,0.5744017460441188,0.7836424155967665,0.7692198702145144,0.8369128068061276,35289,217,0.28774047253309926,0.42204301075268824,0.4349286314021831,0.9384057971014492,215,0.26762980469582814,0.43267995570321144,0.4697699304440877,0.8762475049900199,210,0.2664784298944513,0.41683880933880935,0.506631299734748,0.8101802757158006,full_final,gradient,grouping.periodic_regroup_enabled|refinements.mature_refine(dependent),/root/autodl-tmp/sgshare-runtime/results/no_split_focal_alpha_k_cross_seed42_20260723/ces/a005_k3,672e614996691cc41521fdd4ee0131e296899344220ed11bc03a11251e56cbd5,8f67576b45d2057fc2dac56cc21342be73d6c68dd7a92482a689a55c16ad1ab2
