dataset,purpose,variant,seed,f1_pos,recall_pos,precision_pos,specificity,accuracy,auc,n_events,users_at_5,user_macro_f1_pos_at_5,user_macro_recall_pos_at_5,pooled_f1_pos_at_5,pooled_recall_pos_at_5,users_at_10,user_macro_f1_pos_at_10,user_macro_recall_pos_at_10,pooled_f1_pos_at_10,pooled_recall_pos_at_10,method,signal,changed_fields,base_run,base_config_sha256,events_sha256
globem,cold_start,without_sharing,42,0.7072717331875342,0.850828729281768,0.6051646706586826,0.5230560578661845,0.6745288753799392,0.7866334903777583,8225,694,0.46501532409313395,0.5908981748318923,0.643557582668187,0.9174252275682705,632,0.46538821447632245,0.56583031946956,0.6945292974173841,0.8594501718213059,per_user_adapter,gradient,sharing_path,/root/autodl-tmp/sgshare-runtime/results/globem_cold_alpha_refine_seed42_20260723/alpha_012,6e5234c076d70f52e9bfdf25df89801f5bbf87f0c6836d17615f5389d6ddc4a3,c6d112b2249ad99499e503e26e430b3e4ea9fe6fa9e718a26a2bbc8586f56a6f
