scope,checkpoint,median_days,n_users,n_events,user_macro_f1_pos,user_macro_recall_pos,pooled_f1_pos,pooled_recall_pos,pooled_specificity
global,10,47.0,215,2150,0.2716897282603956,0.4157733480989294,0.3699059561128526,0.8243512974051896,0.2001212856276531
global,20,106.0,210,4200,0.2738314027400862,0.4719996618039519,0.3557463042441584,0.7910922587486744,0.2308873196192815
global,50,279.0,191,9550,0.2917128482614745,0.5831251321061749,0.3705092158700406,0.8071687840290381,0.2349578001633542
per_user,10,47.0,215,2150,0.2266993442474038,0.2951015134736064,0.5291766586730615,0.6606786427145709,0.7459066100667071
per_user,20,106.0,210,4200,0.2166077365085494,0.2703372705152891,0.5140186915887851,0.5832449628844114,0.8013509364445809
per_user,50,279.0,191,9550,0.2571795640825598,0.2839183647124211,0.5645684620376379,0.5921052631578947,0.8483528450857609
global,Full,,218,35289,,,0.4528396927339126,0.8942604197751914,0.1812490093517197
per_user,Full,,218,35289,,,0.653778223304215,0.6811896946185219,0.839594230464416
